EventName,EventDescription,EventStartTime,EventEndTime,EventCategoryName,EventLocation
"
Cebimdeki Yabancı
","Cebimdeki Yabancı, 25 Temmuz'da ENKA Eşref Denizhan Açık Hava Tiyatrosu'nda!Yönetmen: Serra YılmazOyuncula: Belçim Bilgin, Buğra Gülsoy, Çağlar Çorumlu, Leyla Lydia Tuğutlu, Serkan Altunorak, Şebnem Bozoklu, Şükrü ÖzyıldızTü: Gerilim, KomediYedi eski dost bir akşam yemeğinde bir araya gelmeye karar verir. Herkes sofranın başında oturmuş sohbet etmekte, şen kahkahalar eşliğinde yemek yemektedir. Yemek sırasında bir oyun oynamaya karar verilir. Oyun oldukça basittir; herkes telefonlarını masaya koyacak, gelen her mesaj ve bildirim yüksek sesle okunacaktır. Yedi dostun maskelerinin ardındaki hayatlarını ile cep telefonlarını ortaya koymaları ilişki dengelerini altüst eder. Bunca zaman çok yakın dost olduklarını düşünün grup aslında birbirlerine yabancıdır."," 25 Temmuz 2018, Çarşamba - 21:15",,Arts," ENKA Eşref Denizhan Açık Hava T., İstanbul"
"
Erol Evgin
","Türk pop müziğinin duayenlerinden Erol Evgin, 29 Temmuz'da Datça Açıkhava sahnesinde müzikseverlerleuluşacak.""AltınDüetler"" albümüyle hayranlarının kalbinde yeniden taht kuran ErolEvgin, Samsun'da vereceği konserinde müzikseverler için sürprizledehazırlıyor. Erol Evgin, vereceği konserde ölümsüzeserlerininyanı sıra pop müziğin sevilen klasiklerini deseslendirecek. Dörtneslin birlikte şarkılasöyleyeceği konserdesanatçıya özel orkestrasıeşlik edecek."," 26 Temmuz 2018, Perşembe - 21:00",,Music," Datça Açıkhava Tiyatrosu, Muğla"
"
Aile Arasında
","Aile Arasında, 26 Temmuz'da ENKA Eşref Denizhan Açık Hava Tiyatrosu'nda!Yönetmen: Ozan AçıktanOyuncula: Demet Evgar, Engin Günaydın, Gülse Birsel, Ayta Sözeri, Derya Karadaş, Ünal Yeter, Erdal Özyağcılar, Devrim Yakut, Deniz Hamzaoğlu, Devin Özgür Çınar, Fatih Artman, Su Kutlu, Şevket Çoruh, Erdal Cindoruk, Rıza Akın, Arif ErkinTü: Komedi, Aile21 yıllık ilişkileri aynı gün noktalanan nevrotik Fikret ile müzikhol vokalisti Solmaz komik bir tesadüfle tanışır. Solmaz’ın kızı Zeynep, Adanalı sevgilisiyle evlenmeye karar verince her şeyden korkan Fikret, kendini bir anda hayatının rolünü oynarken bulur. Aile arasında olması planlanan nikah, damadın ailesinin ısrarıyla büyüdükçe büyür. Bu ekip düğün hazırlıkları boyunca silahlı, geleneksel, kebapçı zinciri sahibi Adanalı aileyle anlaşabilecek ve bu düğün bir terslik çıkmadan yapılabilecek midir?"," 26 Temmuz 2018, Perşembe - 21:15",,Arts," ENKA Eşref Denizhan Açık Hava T., İstanbul"
"
Michael Jackson - The Tribute To The King Of Pop (Starring William Hall)
","Expo Antalya haftada 3 şova ev sahipliği yapmaya hazırlanıyor.""Las Vegas'tan muhteş bir gösteri, 6 hafta boyunca Türkiye'ye geliyor. Etkileyici koreografiler, ayrıntılı kostümler ve multimedya şov efektleri gösteriyi eşsiz bir deneyim haline getiriyor. Konser tadındaki Show'u ABD'li William Hall sahnelendirmektedir. William Hall, Michael Jackson'a şaşırtıcı bir şekilde benzemekle kalmıyor, dansı ve sesi-vokalleri olağanüstü derecede otantik benziyor. Hem canlı canlı şarkıları seslendiriyor, hem orkestra eşliğinde sahne alıyor ve dans ekibi ile dünyanın en büyük sanatçılarından olan Michael Jackson'ı da bir yandan ölümsüzleştiriyor.Eğer King Of Pop'u  turnelerinde sahnede görme fırsatınız olmadıysa, bu konseri kaçırmamalısınız!Eğer daha önce izlediyseniz de o heyecanı tekrar yaşamanız için muhteş bir fırsatınız var.İddaalıyız! Unutulmaz bir canlı gösteri sizi bekliyor."""," 26 Temmuz 2018, Perşembe - 21:45",,Music," Expo 2016 Antalya Büyük Amfi, Antalya"
"
Şaymana Festival - Kombine
","Şaymana Festival Temmuz ayında Şaymana Konaklama Tesisleri'nde...""İnsan Kütüphanesi işbirliği ile Toros dağlarının tepesinde 1600 rakımda müzik, kütüphane, açıkhava sinema, söyleşi gibi farklı etkinlikleri bir araya getirem Şaymana Festival 27-28-29 Temmuz 2018 tarihlerinde Mersin/Arslanköy’de tekrardan doğa ve sanatı bir araya getiriyor.""27 Temmuz CumaCan Bonomo Sahterakı Bir Baba Indie DJ Set28 Temmuz CumartesiYeni Türkü Sattas Kolektif İstanbul Bir Baba Indie DJ Set Part 2"," 27 Temmuz 2018, Cuma - 15:00",,Music," Şaymana Konaklama Tesisleri, Mersin"
"
Erol Evgin
","Türk pop müziğinin duayenlerinden Erol Evgin, 27 Temmuz'da Marmaris Amfi Tiyatro sahnesinde müzikseverlerleuluşacak.""AltınDüetler"" albümüyle hayranlarının kalbinde yeniden taht kuran ErolEvgin, Samsun'da vereceği konserinde müzikseverler için sürprizledehazırlıyor. Erol Evgin, vereceği konserde ölümsüzeserlerininyanı sıra pop müziğin sevilen klasiklerini deseslendirecek. Dörtneslin birlikte şarkılasöyleyeceği konserdesanatçıya özel orkestrasıeşlik edecek."," 27 Temmuz 2018, Cuma - 21:00",,Music," Marmaris Amfi Tiyatro, Muğla"
"
Müzeyyen - Tek Kişilik Müzikal Gösteri - Şevval Sam
","Gerçekleştirdiği konserlerle sevilen sanatçıları hayranlarıyla buluşturan Kerki Production ve Solfej Organizasyon, yine ses getirecek bir projeye imza atıyor.Türk müziğinin en büyük seslerinden Müzeyyen Senar’ın iz bırakan şarkıları Şevval Sam’ın yorumu ile sahneye taşınıyor. 84 yıllık sanat hayatına pek çok unutulmaz eser sığdıran değerli sanatçının hayatından önemli kesitlerin müzikle harmanlandığı gösterinin metni önemli edebiyatçılarımızdan Figen Şakacı’nın; rejisi ise müzikal tiyatronun deneyimli yönetmenlerinden Engin Alkan’ın imzasını taşıyor.Projenin sahne tasarımını Cem Yılmazer, kostüm tasarımını ise Esra Başıbüyük yapıyor. Proje menajerliği Harun Belenoğulları tarafından yürütülecek olan “Müzeyyen” müzikali sahnelenmeye devam ediyor.Yazan:Figen ŞakacıYönetmen:Engin AlkanSahne Dekor Tasarım:Cem YılmazeMüzik Direktörü:Fahrettin YarkınKostüm Tasarım:Esra Başıbüyük"," 27 Temmuz 2018, Cuma - 21:15",,Arts," Çeşme Açıkhava Tiyatrosu, İzmir"
"
Hakan Altun
","Hakan Altun en sevilen şarkılarıyla Jolly Joker Alaçatı'da olacak.Sahne Önü Bistro* Sahne önünde yer alan ve sahneye en yakın bistroların bulunduğu alanı kapsar.* Sahne önü bistro sahiplerinin, 0541 354 76 76  veya 0543 354 76 76numaralı telefonu arayarak, rezervasyon yaptırmaları gerekmektedir.* Sahne önü bilet sahiplerine minimum 2 kişi olması şartı ile bistro imkanı sunulmaktadır.* 18 yaş sınırı vardır.Bistro* Bistro kategori, sahne önü bistro kategorisinden sonra başlayan ve sahneyi gören en uygun yerlerden bistro imkanı sunulan alanı kapsar.* Bistro bilet sahiplerinin,  0541 354 76 76  veya 0543 354 76 76numaralı telefonu arayarak, rezervasyon yaptırmaları gerekmektedir.* Bistro bilet sahiplerine minimum 2 kişi olması şartı ile bistro imkanı sunulmaktadır.* 18 yaş sınırı vardır.Ayakta* Bistro ve Sahne önü Bistro kategorilerinden sonra başlayan, konserin ayakta izlenebileceği alanları kapsar.* Ayakta bilet sahiplerinin rezervasyon yaptırmalarına gerek yoktur.* 18 yaş sınırı vardır."," 27 Temmuz 2018, Cuma - 23:00",,Music," Jolly Joker Alaçatı, İzmir"
"
Levent Yüksel
",Levent Yüksel sevilen şarkıları ile sevenlerine unutulmaz bir gece yaşatacak.," 28 Temmuz 2018, Cumartesi - 21:15",,Music," Bodrum Antik Tiyatro, Muğla"
"
Michael Jackson - The Tribute To The King Of Pop (Starring William Hall)
","Expo Antalya haftada 3 şova ev sahipliği yapmaya hazırlanıyor.""Las Vegas'tan muhteş bir gösteri, 6 hafta boyunca Türkiye'ye geliyor. Etkileyici koreografiler, ayrıntılı kostümler ve multimedya şov efektleri gösteriyi eşsiz bir deneyim haline getiriyor. Konser tadındaki Show'u ABD'li William Hall sahnelendirmektedir. William Hall, Michael Jackson'a şaşırtıcı bir şekilde benzemekle kalmıyor, dansı ve sesi-vokalleri olağanüstü derecede otantik benziyor. Hem canlı canlı şarkıları seslendiriyor, hem orkestra eşliğinde sahne alıyor ve dans ekibi ile dünyanın en büyük sanatçılarından olan Michael Jackson'ı da bir yandan ölümsüzleştiriyor.Eğer King Of Pop'u  turnelerinde sahnede görme fırsatınız olmadıysa, bu konseri kaçırmamalısınız!Eğer daha önce izlediyseniz de o heyecanı tekrar yaşamanız için muhteş bir fırsatınız var.İddaalıyız! Unutulmaz bir canlı gösteri sizi bekliyor."""," 28 Temmuz 2018, Cumartesi - 21:45",,Music," Expo 2016 Antalya Büyük Amfi, Antalya"
"
Hakan Altun
","Sevilen sanatçı Hakan Altun, romantik ve tutkulu bir gece için 28 Temmuz'da Jolly Joker Antalya sahnesinde mikrofon başında...Sahne Önü Bistro* Sahne önünde yer alan ilk 7 sıra bistroların bulunduğu alanı kapsar. * Sahne önü bistro bilet sahiplerinin, 0 530 770 49 49 veya 0 530 383 29 29 numaralı telefonu arayarak, rezervasyon yaptırmaları zorunludur.* Sahne önü bistro bilet sahiplerine minimum 2 kişi olması şartı ile bistro imkanı sunulmaktadır. * 18 yaş sınırı vardır.Bistro* Bistro kategori, Sahne Önü Bistro'dan sonra başlayan ve sahneyi gören en uygun yerden bistro imkanı sunulan alanı kapsar.* Bistro bilet sahiplerinin, 0 530 770 49 49 veya 0 530 383 29 29 numaralı telefonu arayarak, rezervasyon yaptırmaları zorunludur.* Bistro bilet sahiplerine minimum 2 kişi olması şartı ile bistro imkanı sunulmaktadır. * 18 yaş sınırı vardır.Ayakta* Sahne Önü Bistro ve Bistro kategori dışında ayakta konserin izlenebileceği alanları kapsar.* 18 yaş sınırı vardır. "," 28 Temmuz 2018, Cumartesi - 22:00",,Music," Jolly Joker Antalya, Antalya"
"
Yıldız Tilbe
","Yıldız Tilbe, en sevilen şarkılarını Jolly Joker Alaçatı'da seslendirecek.Sahne Önü Bistro* Sahne önünde yer alan ve sahneye en yakın bistroların bulunduğu alanı kapsar.* Sahne önü bistro sahiplerinin, 0541 354 76 76  veya 0543 354 76 76numaralı telefonu arayarak, rezervasyon yaptırmaları gerekmektedir.* Sahne önü bilet sahiplerine minimum 2 kişi olması şartı ile bistro imkanı sunulmaktadır.* 18 yaş sınırı vardır.Bistro* Bistro kategori, sahne önü bistro kategorisinden sonra başlayan ve sahneyi gören en uygun yerlerden bistro imkanı sunulan alanı kapsar.* Bistro bilet sahiplerinin,  0541 354 76 76  veya 0543 354 76 76numaralı telefonu arayarak, rezervasyon yaptırmaları gerekmektedir.* Bistro bilet sahiplerine minimum 2 kişi olması şartı ile bistro imkanı sunulmaktadır.* 18 yaş sınırı vardır.Ayakta* Bistro ve Sahne önü Bistro kategorilerinden sonra başlayan, konserin ayakta izlenebileceği alanları kapsar.* Ayakta bilet sahiplerinin rezervasyon yaptırmalarına gerek yoktur.* 18 yaş sınırı vardır."," 28 Temmuz 2018, Cumartesi - 23:00",,Music," Jolly Joker Alaçatı, İzmir"
"
Gülşen
","Gülşen, 29 Temmuz akşamı Winner İncek Sahnesi'nde.Servis noktalarımız aşağıdaki gibidi1.Optimum Avm2.Atlantis Avm3.Gordion Avm4.Cepa Kentpark Avm5.Taurus Avm6.Antares Avm7.Ankamall Avm8.Nata Vega –AvmServis ücreti 15 TL  olup gidiş dönüş olarak hizmet vermektedir.Servis iletişim & Rezervasyon Numaraları0541 239 28 010507 707 88 08"," 29 Temmuz 2018, Pazar - 19:00",,Music," Winner İncek, Ankara"
"
MSA-Gençler için Profesyonel Mutfağa Hazırlık
","Gençler için Profesyonel Mutfağa Hazırlık workshop'u Mutfak Sanatları Akademisi'nde sizlerle...Geleceğine karar verirken aşçılık mesleğini yakından tanımak isteyen gençlere yönelik hazırlanmış bir programdır. “Profesyonel Mutfağa Hazırlık” programıyla 15-17 yaş aralığındaki gençler, hem MSA’nın profesyonel şeflerinden mesleği öğrenecek hem de 11 gün boyunca sürecek uygulamalı dersler ile mutfaktaki yeteneklerini keşfedecekler.*Eğitime katılabilmek için 15-17 yaş grubunda olunması ve eğitim başlangıcında nüfus cüzdanı beyanı zorunludur.•Eğitim süresince öğrenciler kendi istasyonlarında çalışmaktadır.•2 hafta boyunca hafta içi her gün ve 1 gün uygulamalı deneyim olmak üzere toplam 11 günlük bir eğitimdir.•Eğitim boyunca kullanılacak bıçak seti ve 1 adet aşçı ceketi öğrencilere hediye edilmektedir.•Tüm katılımcılara ders içerikleri ile ilgili bir kitapçık verilmektedir.•Eğitimlerin sonunda öğrencilere MSA’dan eğitime katılım sertifikası verilecektir.30 Temmuz-11 Ağustos, 10.00-15.001. Gün Profesyonel Mutfağa Giriş-Mutfaklarda çalışan aşçı pozisyonları ve görevleri-Bıçak seçme ve kullanma teknikleri-Kesme şekilleri ve uygulamaları-Fırında Tavuk-Patates Risotto30 Temmuz Pazartesi 10.00-15.002. Gün - Ana ve Türev Soslar Hazırlama ve Kullanma Metotları, ÇorbalaTeorik anlatım ve sonrasında:-Tavuk stock (DEMO-Kahverengi et suyu (DEMO-Domates soslu penne-Bechamel soslu Karnabaha-Minestrone çorbası-Kremalı mantar çorbası31 Temmuz Salı 10.00-15.003. Gün - Salata ve Pizza YapımıTeorik anlatım ve sonrasında:-Karidesli Sezar salata-Panzanella salatası-Karışık pizza-Köz patlıcan soslu, türk usulü pizza1 Ağustos Çarşamba 10.00-15.004. Gün - Pirinçler ve Pişirme TeknikleriTeorik anlatım ve sonrasında:-Risotto Milanese-Tereyağlı Türk pilavı-Yasemin pilavı-Paella-Yaban mantarlı risotto-Firik Pilavı2 Ağustos Perşembe 10.00-15.005. Gün - Taze Makarna Hamuru ve Sos Hazırlama TeknikleriTeorik anlatım ve sonrasında:-Taze makarna hamuru hazırlama-Pesto soslu fettucine-Yaban mantar dolgulu ravioli, üç peynirli sos ile-Gnocchi, marinara sos ile3 Ağustos Cuma 10.00-15.006. Gün - Balıklar ve Temizleme TeknikleriTeorik anlatım ve sonrasında:-Ahtapot(DEMO-Istakoz thermidor(DEMO-Akdeniz usulü levrek-Fish and Chips, tartar sos ile6 Ağustos Pazartesi  10.00-15.007. Gün - Etler ve Pişirme TeknikleriTeorik anlatım ve sonrasında:-Roastbeef (DEMO-Kuzu karski, patates üresi, demi glace sos ve sote mantar ile-T-bone steak (DEMO-Karamelize soğanlı ev yapımı hamburger, sarımsaklı mayonez ile7 Ağustos Salı 10.00-15.008. Gün - Tavuk Porsiyonlama, Temizleme ve Pişirme TeknikleriTeorik anlatım ve sonrasında:-Bütün tavuğun parçalanı porsiyonlanması-Parmesan kaplı tavuk göğüs, beurre blanc sos ile-Röşti Patates-Çıtır tavuk kanatları, ev yapımı acılı barbekü sos ile-Gremolata marineli tavuk but, chili garlic sos ile8 Ağustos Çarşamba 10.00-15.009. Gün – Ekmek ÇeşitleriTeorik anlatım ve sonrasında:- Focaccia ekmeği- Ciabatta ekmeği- Otlu baharatlı patatesli ekmek- Paskalya Çöreği9 Ağustos Perşembe 10.00-15.0010. Gün - Temel PastacılıkTeorik anlatım ve sonrasında:- Panna cotta- Çikolatalı cupcake, krem peynirli frosting ile- Şekerpare- Muzlu rulo pasta (DEMO- Çikolata parçalı ve Hindistan cevizli kurabiye10 Ağustos Cuma 10.00-15.0011. Gün – Uygulamalı Mutfak DeneyimiAilelerle öğle yemeği ve sertifika dağıtılması11 Ağustos Cumartesi 10.00-15.00"," 30 Temmuz 2018, Pazartesi - 10:00",,Family & Education," Mutfak Sanatları Akademisi, İstanbul"
"
MSA-Gençler İçin Profesyonel Mutfağa Hazırlık 2 (15-17 Yaş)
","Yoğun istek üzerine “Gençler İçin Profesyonel Mutfağa Hazırlık”, yepyeni menüsüyle ve farklı reçetelerle tekrar MSA’da.""Gençleri tekrar piste davet ediyoruz. Çünkü yoğun istek üzerine “Gençler İçin Profesyonel Mutfağa Hazırlık”, yepyeni menüsüyle ve farklı reçetelerle tekrar MSA’da. Genç mutfak severleu eğitimle bıçak seçiminden kesme şekillerine, zeytinyağlılardan pastalara, mutfağa dair her şeyi en ince ayrıntısına kadar öğrenecek, profesyonel bir mutfak deneyimi yaşayacaklar. Geleceğin şefi olmak isteyen 15-17 yaş aralığındaki tüm gençleri MSA’ya bekliyoruz.""1. Gün Profesyonel Mutfağa GirişMutfaklarda çalışan aşçı pozisyonları ve görevleriBıçak seçme ve kullanma teknikleriKesme şekilleri ve uygulamalarıWisconsin cheddar çorbasıDana etli ve sebzeli egg noodle30 Temmuz Pazartesi, 10.00-14.002. Gün – SandviçleKeçi peynirli sebzeli veggie sandviç; kırmızı soğan turşusu, közlenmiş biber, keçi peyniri, taze otlu krem peynir, domates, ızgara kabak, fırında baharatlı patates ileBLT sandviç; parmesanlı patates cipsi ileSweet chili soslu kızarmış tavuklu Wrap; taze yeşillikler ile31 Temmuz Salı, 10.00-15.003. Gün – Etler 2Kuzu Kol Tandır; fırınlanmış sebzeler ve jus ile (DemoKremalı mantar soslu bonfileIzgara köfte; el yapımı lavaş ekmeği, domates, biber ve sumaklı soğan ile1 Ağustos Çarşamba, 10.00-15.004. Gün – ZeytinyağlılaÇabuk turşu yapımı-kırmızı soğan turşusu (DemoZeytinyağlı taze fasulyeArpacık soğan üresi ve dereotlu enginar confitZeytinyağlı vişneli yaprak sarmaZeytinyağlı barbunya pilaki2 Ağustos Perşembe, 10.00-14.005. Gün – Mayalı HamurlaEnglish muffin yapımı – eggs florentinePesto soslu 4 peynirli pizza yapımıKıymalı pide yapımı3 Ağustos Cuma, 10.00-14.006. Gün - Buharda Pişirme TeknikleriDana baconlı tavuk sarma; buharda pişmiş sebzeler İleDana etli bun; acılı ve zencefilli soya sos İleBuharda pişmiş levrek fileto; taze otlu patates üresi6 Ağustos Pazartesi, 10.00-15.007. Gün – SushiSushi pirinciPhiladelphia roll; somon, krem peynir ve avokado ileKarides nigiriSomon maki7 Ağustos Salı, 10.00-14.008. Gün - Modern Pişirme TeknikleriTütsülenmiş patlıcan çorbasıSous vide somon; maydanoz gremolata ve trüf risottoSıvı nitrojenle yapılmış haşhaşlı dondurma8 Ağustos Çarşamba, 10.00-15.009. Gün – Temel Pastacılık- 1Profiterol; pastacı kreması ve çikolata sos ileBriocheYaban mantarlı kişGranola ba9 Ağustos Perşembe, 10.00-15.0010. Gün - Temel Pastacılık- 2Frambuazlı cheesecakeİncirli cevizli kekTiramisuDereotlu, tulum peynirli poğaça10 Ağustos Cuma, 10.00-15.0011. Gün – Uygulamalı Mutfak DeneyimiBrioche, aromatik zeytinyağı ileArpacık soğan üresi ve dereotlu enginar confit; zeytinyağı-limon vinaigrette ileDana etli bun; acılı ve zencefilli soya sos ileSous vide somon; maydanoz gremolata ve trüf risotto ileTiramisu11 Ağustos Cumartesi, 10.00-16.00Eğitime katılabilmek için 15-17 yaş grubunda olunması ve eğitim başlangıcında nufüs cüzdanı beyanı zorunludur.Bir önceki eğitime katılma zorunluluğu yoktur."," 30 Temmuz 2018, Pazartesi - 10:00",,Family & Education," Mutfak Sanatları Akademisi, İstanbul"
"
MSA-Tatilin Okulu 2 (10-14 Yaş)
","Çocuklarınız için harika bir tatil hediyesi olacak “Tatilin Okulu” workshop'u, yoğun istek üzerine tekrar MSA mutfağında.""Müjdemizi isteriz! Çocuklarınız için harika bir tatil hediyesi olacak “Tatilin Okulu” yoğun istek üzerine tekrar MSA mutfağında. Yeni menülerle ve farklı reçetelerle sunduğumuz “Tatilin Okulu”nda, çocuklarınız hem keyifli vakit geçirecek hem de mutfak hakkında birçok bilgi öğrenecek. 10-14 yaş arası tüm küçük mutfak meraklılarını “Tatilin Okulu” eğitimi için MSA’ya bekliyoruz.""30 Temmuz Pazartesi-2 Ağustos Perşembe1. Gün - Mutfağa Giriş:Mutfakta güvenlikMutfakta hijyenMutfak ekipmanlarıSofra düzeniBıçak seçme, kullanma ve kesim teknikleri; julienne, alumette, batonette,unoise,macedoineAna soslar ve pişirme teknikleriSpagetti bolonezZeytinyağlı taze fasulyeBu dersin sonunda çocuklar mutfakta güvenlik ve hijyen nedir, neden önemlidir, bıçak nasıl seçilir ve temel kesim teknikleri nelerdir gibi soruların cevaplarını bulacak; temel pişirme teknikleri ile öğrenilen bilgilerle Spagetti bolonez ve zeytinyağlı taze fasulye yapmayı öğrenecekler.30 Temmuz Pazartesi, 10.00-15.002. Gün - Et & Balık & TavukBonfile temizleme (DemoKremalı mantarlı bonfile, risotto milaneseÇıtır levrek simit; taze otlu mayonez ileFırında sebzeli tavuk butBu dersin sonunda çocuklau ürünleri en doğru şekilde nasıl işleyeceklerini, hangi teknikleri uygulamaları gerektiğini ve doğru pişirme yöntemlerini öğrenecekler.31 Temmuz Salı, 10.00-15.003. Gün - SushiSushi pirinciCalifornia rollKarides nigiri*Bu derste çiğ deniz ürünü kullanılmamaktadır.Bu dersin sonunda çocuklar Uzak Doğu mutfağı ile ilgili genel bilgi sahibi olacak; bu mutfağın en çok tercih edilen yemeklerini ana hatları ve pişirme yöntemleriyle öğrenecekler.1 Ağustos Çarşamba, 10.00-14.004. Gün - Temel PastacılıkSemifreddo, frambuaz, lime ve antep fıstığı ile (DemoVişneli cheesecakeMantar, ıak ve cheddar peynirli kişÇikolatalı, bisküvili puding2 Ağustos Perşembe, 10.00-15.00Bu dersin sonunda çocuklar; temel pastacılık tekniklerini ve aşamalarını, cheesecake yapımının inceliklerini, kiş ve puding yaparken nelere dikkat edilmesi gerektiğini öğrenecekler."," 30 Temmuz 2018, Pazartesi - 10:00",,Family & Education," Mutfak Sanatları Akademisi, İstanbul"
"
Sıla - ON’dan Kalan Şarkılar
","Sıla ile 10 Yıl..Sıla ON’dan Kalan Şarkılar ile sevenlerine yine unutulmaz bir gece yaşatacak.Sıla, kendi şarkılarının yanı sıra geçmişten bugüne heybesinde biriktirdiği efsane şarkılarla sevenlerine yine unutulmaz bir gece yaşatacak.“Her şeyden biraz kalır"" diyoirileri, çoğulluk haklılıktır. Kavanozda biraz kahve,kutuda biraz ekmek, insanda biraz acı.“ der şair. Her şeyden biraz kaldı bende de. En çok da on’dan kalana olacak cümlelerim. Bir kere ne olduysa oldu çok şarkı oldu. Hep şarkı oldu, hep şiir oldu. Çocuklar okullarından mezun oldu, evler değiştirdik, sevgililer, eşler, işler değiştirdik. Aşık olduk. Gidenler oldu, araflar oldu, kalan sağlaizim oldu, sınavlar verdik, özlemler arttı, jüpiteu ay tekrar akrep burcuna geldi, televizyona daha az bakar olduk, fotoğraflara daha çok. Zamanın nasıl geçtiğine inanamadık. Daha dün gibi dediğimiz her şey on’dan kalan oldu. Kalbim elimde yaşadım her zaman, hem size hem kendime ses oldum, saz oldum, söz oldum. Siz de aldınız beni size kattınız. Hoş geldik, hoş gördük. Beraber oturduk sofralara, dans ettik, gözyaşı olduk, omuz ya da bi kahkaha... Evine bıraktık o kızı, kapının önüne koyduk oğlanı. Aşk ettik, meşk ettik, rest çektik. Belki istifa ettik, yalnızlığımızı bölüştük, mutluluklarımızı çoğalttık, iki ayağımızın üstünde durduk en çok da. Tahmin edebildiğimizden daha çok anımızda olduk belki. Ben hep duydum sizi. Siz de beni...Son on yılda ne olduysa hepsini konuşacağız o akşamlar..."""," 31 Temmuz 2018, Salı - 21:15",,Music," Ayvalık Amfitiyatro, Balıkesir"
"
Levent Yüksel
",Levent Yüksel sevilen şarkıları ile sevenlerine unutulmaz bir gece yaşatacak.," 31 Temmuz 2018, Salı - 21:15",,Music," Marmaris Amfi Tiyatro, Muğla"
"
Michael Jackson - The Tribute To The King Of Pop (Starring William Hall)
","Expo Antalya haftada 3 şova ev sahipliği yapmaya hazırlanıyor.""Las Vegas'tan muhteş bir gösteri, 6 hafta boyunca Türkiye'ye geliyor. Etkileyici koreografiler, ayrıntılı kostümler ve multimedya şov efektleri gösteriyi eşsiz bir deneyim haline getiriyor. Konser tadındaki Show'u ABD'li William Hall sahnelendirmektedir. William Hall, Michael Jackson'a şaşırtıcı bir şekilde benzemekle kalmıyor, dansı ve sesi-vokalleri olağanüstü derecede otantik benziyor. Hem canlı canlı şarkıları seslendiriyor, hem orkestra eşliğinde sahne alıyor ve dans ekibi ile dünyanın en büyük sanatçılarından olan Michael Jackson'ı da bir yandan ölümsüzleştiriyor.Eğer King Of Pop'u  turnelerinde sahnede görme fırsatınız olmadıysa, bu konseri kaçırmamalısınız!Eğer daha önce izlediyseniz de o heyecanı tekrar yaşamanız için muhteş bir fırsatınız var.İddaalıyız! Unutulmaz bir canlı gösteri sizi bekliyor."""," 31 Temmuz 2018, Salı - 21:45",,Music," Expo 2016 Antalya Büyük Amfi, Antalya"
"
Levent Yüksel
",Levent Yüksel sevilen şarkıları ile sevenlerine unutulmaz bir gece yaşatacak.," 31 Temmuz 2018, Salı - 21:15",,Music," Marmaris Amfi Tiyatro, Muğla"
"
Michael Jackson - The Tribute To The King Of Pop (Starring William Hall)
","Expo Antalya haftada 3 şova ev sahipliği yapmaya hazırlanıyor.""Las Vegas'tan muhteş bir gösteri, 6 hafta boyunca Türkiye'ye geliyor. Etkileyici koreografiler, ayrıntılı kostümler ve multimedya şov efektleri gösteriyi eşsiz bir deneyim haline getiriyor. Konser tadındaki Show'u ABD'li William Hall sahnelendirmektedir. William Hall, Michael Jackson'a şaşırtıcı bir şekilde benzemekle kalmıyor, dansı ve sesi-vokalleri olağanüstü derecede otantik benziyor. Hem canlı canlı şarkıları seslendiriyor, hem orkestra eşliğinde sahne alıyor ve dans ekibi ile dünyanın en büyük sanatçılarından olan Michael Jackson'ı da bir yandan ölümsüzleştiriyor.Eğer King Of Pop'u  turnelerinde sahnede görme fırsatınız olmadıysa, bu konseri kaçırmamalısınız!Eğer daha önce izlediyseniz de o heyecanı tekrar yaşamanız için muhteş bir fırsatınız var.İddaalıyız! Unutulmaz bir canlı gösteri sizi bekliyor."""," 31 Temmuz 2018, Salı - 21:45",,Music," Expo 2016 Antalya Büyük Amfi, Antalya"
"
Doğu Ekspresinde Cinayet
","Doğu Ekspresinde Cinayet, Enka Kültür Sanat Açıkhava Buluşmaları kapsamında 1 Ağustos'ta sizlerle...Yönetmen: Kenneth BranaghOyuncula: Kenneth Branagh, Penélope Cruz, Willem Dafoe, Judi Dench, Johnny Depp, Josh Gad, Derek Jacobi, Leslie Odom Jr., Michelle Pfeiffer, Daisy RidleyTü: Dramİngiliz modasının kalbinde yer alan ünlü terzi Reynolds Woodcock ve kız kardeşi Cyril, kendilerine özgü tarzları ile ülkenin önde gelenlerini giydirmektedir. Müzmin biekar olan Woodcock, hayatına giren kadınlarla arkadaşlık etmekte, onlardan ilham almaktadır. Genç, iradeli bir kadın olan Alma Reynolds’ın karşısına çıktığında ise işler değişir. Genç kadın Reynolds’un aklının başından alır ve kısa sürede onun ilham perisi olur. Reynolds’un kontrollü ve düzenli hayatı aşk kapısını çaldığında alt üst olur.","  1 Ağustos 2018, Çarşamba - 21:15",,Arts," ENKA Eşref Denizhan Açık Hava T., İstanbul"
